group	OL_type	Matsliah_type	Schlegel_type	hemibrain_type	OL	Matsliah	Schlegel_L	Schlegel_R	matched as	URL	OL_transmitter_pred	FW_transmitter_pred	Notes
OL_intrinsic	Cm3	Sm07	Dm21	NA	167	153	261	262	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm3.json	gaba	gaba	NA
OL_intrinsic	Cm30	Sm38	CB3838	NA	2	1	3	3	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm30.json	gaba	gaba	NA
OL_intrinsic	Cm31a	Sm40	CB3841	NA	2	1	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm31a.json	gaba	gaba	NA
OL_intrinsic	Cm31b	Sm41	NA	NA	1	1	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm31b.json	gaba	gaba	NA
OL_intrinsic	Cm32	Sm35	CB3844	NA	1	3	3	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm32.json	gaba	gaba	NA
OL_intrinsic	Cm33	Sm37	CB3838	NA	1	2	3	3	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm33.json	gaba	gaba	NA
OL_intrinsic	Cm34	Sm42	NA	NA	1	1	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm34.json	glutamate	gaba	NA
OL_intrinsic	Cm35	Sm39	CB3843	NA	1	2	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm35.json	gaba	gaba	NA
OL_intrinsic	Cm4	Sm03	NA	NA	126	94	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm4.json	glutamate	glutamate	NA
OL_intrinsic	Cm5	Sm08	Dm21	NA	109	81	261	262	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm5.json	gaba	gaba	NA
OL_intrinsic	Cm6	Sm06	NA	NA	106	81	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm6.json	gaba	gaba	NA
OL_intrinsic	Cm7	Sm09	Dm21	NA	93	83	261	262	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm7.json	glutamate	gaba	NA
OL_intrinsic	Cm8	Sm12+Sm18	NA	NA	90	73	NA	NA	1-to-2	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm8.json	gaba	gaba	NA
OL_intrinsic	Cm9	Sm15	Dm21	NA	73	53	261	262	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Cm9.json	glutamate	gaba	NA
OL_intrinsic	Dm-DRA1	DmDRA1	NA	NA	26	28	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm-DRA1.json	glutamate	glutamate	FlyWire DmDRA1 includes a few candidate Cm18 matches
OL_intrinsic	Dm-DRA2	DmDRA2	Dm11	NA	18	12	74	77	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm-DRA2.json	glutamate	glutamate	NA
OL_intrinsic	Dm1	Dm1	Dm1	NA	39	37	33	35	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm1.json	glutamate	gaba	NA
OL_intrinsic	Dm10	Dm10	Dm10	NA	311	249	246	248	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm10.json	gaba	gaba	NA
OL_intrinsic	Dm11	Dm11	Dm11	NA	84	66	74	77	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm11.json	glutamate	glutamate	NA
OL_intrinsic	Dm12	Dm12	Dm12	NA	137	109	105	109	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm12.json	glutamate	gaba	NA
OL_intrinsic	Dm13	Dm13	Dm13	NA	28	24	25	24	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm13.json	gaba	gaba	NA
OL_intrinsic	Dm14	Dm14	Dm14	NA	16	14	15	14	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm14.json	glutamate	glutamate	NA
OL_intrinsic	Dm15	Dm15	Dm15	NA	242	199	191	197	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm15.json	glutamate	glutamate	NA
OL_intrinsic	Dm16	Dm16	CB3849	NA	75	43	47	45	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm16.json	glutamate	gaba	NA
OL_intrinsic	Dm17	Dm17	Dm17	NA	4	4	3	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm17.json	glutamate	glutamate	NA
OL_intrinsic	Dm18	Dm18	Dm18	NA	27	25	22	22	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm18.json	gaba	gaba	NA
OL_intrinsic	Dm19	Dm19	Dm19	NA	15	11	15	13	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm19.json	glutamate	gaba	NA
OL_intrinsic	Dm2	Dm2	Dm2	NA	726	598	604	591	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm2.json	acetylcholine	acetylcholine	NA
OL_intrinsic	Dm20	Dm20	Dm20	NA	48	47	47	46	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm20.json	glutamate	gaba	NA
OL_intrinsic	Dm3a	Dm3p	Dm3	NA	601	498	1268	1277	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm3a.json	glutamate	glutamate	NA
OL_intrinsic	Dm3b	Dm3q	Dm3	NA	571	454	1268	1277	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm3b.json	glutamate	glutamate	NA
OL_intrinsic	Dm3c	Dm3v	Dm3	NA	401	321	1268	1277	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm3c.json	glutamate	glutamate	NA
OL_intrinsic	Dm4	Dm4	Dm4	NA	48	39	38	39	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm4.json	glutamate	glutamate	NA
OL_intrinsic	Dm6	Dm6	Dm6	NA	29	31	36	28	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm6.json	glutamate	gaba	NA
OL_intrinsic	Dm8a	yDm8	Dm8	NA	285	182	385	374	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm8a.json	glutamate	glutamate	NA
OL_intrinsic	Dm8b	pDm8	Dm8	NA	265	197	385	374	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm8b.json	glutamate	glutamate	NA
OL_intrinsic	Dm9	Dm9	Dm9	NA	135	127	76	128	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Dm9.json	glutamate	acetylcholine	NA
OL_intrinsic	HBeyelet	NA	HBeyelet	HBeyelet	3	NA	4	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/HBeyelet.json	histamine	glutamate	NA
OL_intrinsic	Lai	Lai	Am	NA	48	231	84	228	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Lai.json	glutamate	gaba	many OL Lai are fragmented due to incomplete lamina reconstruction and not included in the count
OL_intrinsic	Li11	Li19+Li25	Li11	Li11	4	4	4	4	1-to-2	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li11.json	gaba	gaba	NA
OL_intrinsic	Li12	Li27	Li12	Li12	2	2	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li12.json	glutamate	glutamate	NA
OL_intrinsic	Li13	Li13	Li13	Li13	33	32	39	33	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li13.json	gaba	gaba	NA
OL_intrinsic	Li14	Li10	CB3819	NA	112	92	90	89	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li14.json	glutamate	glutamate	NA
OL_intrinsic	Li15	Li15	CB3829	NA	21	16	16	16	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li15.json	gaba	gaba	NA
OL_intrinsic	Li16	Li28	Li16	Li16	2	2	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li16.json	glutamate	glutamate	NA
OL_intrinsic	Li17	Li21	CB3840	NA	10	11	7	11	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li17.json	gaba	gaba	NA
OL_intrinsic	Li18a	Li08	CB3837	NA	23	22	22	22	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li18a.json	gaba	gaba	NA
OL_intrinsic	Li18b	Li04	NA	NA	17	16	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li18b.json	gaba	gaba	NA
OL_intrinsic	Li19	Li18	Li19	Li19	26	15	16	13	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li19.json	gaba	gaba	NA
OL_intrinsic	Li20	Li12	CB3815	NA	21	21	18	20	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li20.json	glutamate	glutamate	NA
OL_intrinsic	Li21	Li05	CB3848	NA	105	86	66	72	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li21.json	acetylcholine	acetylcholine	NA
OL_intrinsic	Li22	Li01	NA	NA	119	84	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li22.json	glutamate	glutamate	NA
OL_intrinsic	Li23	Li02	CB3823	NA	60	49	46	47	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li23.json	acetylcholine	acetylcholine	NA
OL_intrinsic	Li25	Li17	CB3830	NA	60	45	44	45	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li25.json	gaba	gaba	NA
OL_intrinsic	Li26	Li16	CB3831	NA	18	17	19	17	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li26.json	gaba	gaba	NA
OL_intrinsic	Li27	Li03	NA	NA	58	46	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li27.json	gaba	gaba	NA
OL_intrinsic	Li28	Li22	Li2	NA	6	8	9	8	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li28.json	gaba	gaba	NA
OL_intrinsic	Li29	Li26	CB3835	NA	4	4	4	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li29.json	gaba	gaba	NA
OL_intrinsic	Li30	Li24	NA	NA	6	6	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li30.json	gaba	gaba	NA
OL_intrinsic	Li31	Li29	NA	NA	1	1	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li31.json	glutamate	glutamate	NA
OL_intrinsic	Li32	Li32	NA	NA	1	1	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li32.json	gaba	gaba	NA
OL_intrinsic	Li33	Li30	1343403608	NA	1	1	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li33.json	acetylcholine	acetylcholine	NA
OL_intrinsic	Li34a	Li11	CB3828	NA	34	31	55	58	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li34a.json	gaba	gaba	NA
OL_intrinsic	Li34b	Li09	CB3828	NA	30	26	55	58	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li34b.json	gaba	gaba	NA
OL_intrinsic	Li35	Li07	NA	NA	13	10	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li35.json	gaba	gaba	NA
OL_intrinsic	Li36	Li23	NA	NA	1	1	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li36.json	glutamate	gaba	NA
OL_intrinsic	Li37	NA	NA	NA	1	NA	NA	NA	unmatched	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li37.json	glutamate	NA	NA
OL_intrinsic	Li38	Li31	mALC1	mALC1	1	1	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li38.json	gaba	unclear	NA
OL_intrinsic	Li39	Li33	mALC2	mALC2	1	1	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Li39.json	gaba	gaba	NA
OL_intrinsic	LPi12	LPi14	LPi12	NA	2	2	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi12.json	gaba	gaba	NA
OL_intrinsic	LPi14	LPi01	NA	NA	16	16	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi14.json	glutamate	glutamate	NA
OL_intrinsic	LPi21	LPi15	LPi21	NA	1	1	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi21.json	gaba	gaba	NA
OL_intrinsic	LPi2b	LPi12	NA	NA	1	1	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi2b.json	gaba	gaba	NA
OL_intrinsic	LPi2c	LPi10	NA	NA	27	21	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi2c.json	glutamate	glutamate	NA
OL_intrinsic	LPi2d	LPi02	NA	NA	26	48	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi2d.json	glutamate	glutamate	NA
OL_intrinsic	LPi2e	LPi05	NA	NA	46	42	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi2e.json	glutamate	glutamate	NA
OL_intrinsic	LPi34	LPi09	CB3857	NA	58	56	58	53	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi34.json	glutamate	gaba	NA
OL_intrinsic	LPi3412	LPi07	CB3845	NA	57	51	41	51	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi3412.json	glutamate	gaba	NA
OL_intrinsic	LPi3a	LPi04	NA	NA	63	51	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi3a.json	glutamate	glutamate	NA
OL_intrinsic	LPi3b	LPi08	NA	NA	22	22	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi3b.json	glutamate	glutamate	NA
OL_intrinsic	LPi3c	LPi03	NA	NA	6	7	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi3c.json	glutamate	glutamate	NA
OL_intrinsic	LPi43	LPi11	CB3826	NA	33	27	27	28	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi43.json	glutamate	gaba	NA
OL_intrinsic	LPi4a	LPi06	NA	NA	17	17	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi4a.json	glutamate	glutamate	NA
OL_intrinsic	LPi4b	LPi13	NA	NA	1	1	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LPi4b.json	gaba	gaba	NA
OL_intrinsic	LT33	NA	LT33	LT33	1	NA	1	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/LT33.json	gaba	gaba	NA
OL_intrinsic	Mi1	Mi1	Mi1	NA	887	796	787	793	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi1.json	acetylcholine	acetylcholine	NA
OL_intrinsic	Mi10	Mi10	Mi10	NA	222	207	195	206	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi10.json	acetylcholine	acetylcholine	NA
OL_intrinsic	Mi13	Mi13	Mi13	NA	453	349	366	353	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi13.json	glutamate	gaba	NA
OL_intrinsic	Mi14	Mi14	Mi14	NA	155	126	124	124	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi14.json	glutamate	glutamate	NA
OL_intrinsic	Mi15	Mi15	Mi15	NA	582	481	498	482	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi15.json	acetylcholine	acetylcholine	NA
OL_intrinsic	Mi16	Sm05	NA	NA	101	73	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi16.json	gaba	gaba	NA
OL_intrinsic	Mi17	Sm04	NA	NA	97	73	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi17.json	gaba	gaba	NA
OL_intrinsic	Mi18	Sm32	CB3854	NA	36	28	29	25	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi18.json	gaba	gaba	NA
OL_intrinsic	Mi19	PDt1	CB3842	NA	5	6	5	6	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi19.json	serotonin	dopamine	NA
OL_intrinsic	Mi2	Mi2	Mi2	NA	492	427	410	419	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi2.json	glutamate	glutamate	NA
OL_intrinsic	Mi20	NA	NA	NA	1	NA	NA	NA	unmatched	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi20.json	glutamate	NA	NA
OL_intrinsic	Mi4	Mi4	Mi4	NA	889	765	764	764	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi4.json	gaba	gaba	NA
OL_intrinsic	Mi9	Mi9	Mi9	NA	889	769	801	768	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Mi9.json	glutamate	glutamate	NA
OL_intrinsic	Pm1	Pm01	Pm1	NA	121	119	245	231	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm1.json	gaba	gaba	NA
OL_intrinsic	Pm10	Pm04	CB3847	NA	37	40	42	40	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm10.json	gaba	gaba	NA
OL_intrinsic	Pm11	Pm12	CB3827	NA	2	2	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm11.json	gaba	gaba	NA
OL_intrinsic	Pm12	Pm14	NA	NA	2	2	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm12.json	glutamate	gaba	NA
OL_intrinsic	Pm13	Pm13	NA	NA	1	1	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm13.json	glutamate	gaba	NA
OL_intrinsic	Pm2a	Pm03	Pm2	NA	109	94	154	153	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm2a.json	gaba	gaba	NA
OL_intrinsic	Pm2b	Pm08	Pm2	NA	65	59	154	153	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm2b.json	gaba	gaba	NA
OL_intrinsic	Pm3	Pm09	CB3856	NA	36	38	35	38	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm3.json	gaba	gaba	NA
OL_intrinsic	Pm4	Pm05	Pm4	NA	85	74	73	75	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm4.json	gaba	gaba	NA
OL_intrinsic	Pm5	Pm02	Pm1	NA	94	87	245	231	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm5.json	gaba	gaba	NA
OL_intrinsic	Pm6	Pm06	Pm1	NA	24	25	245	231	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm6.json	gaba	gaba	NA
OL_intrinsic	Pm7	Pm11	CB3850	NA	14	16	17	16	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm7.json	gaba	gaba	NA
OL_intrinsic	Pm8	Pm07	Pm1a	NA	20	16	25	16	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm8.json	gaba	gaba	NA
OL_intrinsic	Pm9	Pm10	Mt4	NA	27	24	13	15	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Pm9.json	gaba	gaba	NA
OL_intrinsic	R1-R6	R1-6	R1-6	NA	2265	3436	4423	4031	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/R1-R6.json	histamine	acetylcholine	NA
OL_intrinsic	R7d	R7	NA	NA	42	651	NA	NA	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/R7d.json	histamine	glutamate	NA
OL_intrinsic	R7p	R7	NA	NA	297	651	NA	NA	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/R7p.json	histamine	glutamate	NA
OL_intrinsic	R7y	R7	NA	NA	246	651	NA	NA	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/R7y.json	histamine	glutamate	NA
OL_intrinsic	R8d	R8	NA	NA	41	640	NA	NA	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/R8d.json	histamine	acetylcholine	NA
OL_intrinsic	R8p	R8	NA	NA	294	640	NA	NA	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/R8p.json	histamine	acetylcholine	NA
OL_intrinsic	R8y	R8	NA	NA	244	640	NA	NA	3-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/R8y.json	histamine	acetylcholine	NA
OL_intrinsic	Tm23	Li14	NA	NA	16	13	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Tm23.json	gaba	gaba	NA
OL_intrinsic	Tm24	Li06	NA	NA	115	92	NA	NA	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/Tm24.json	acetylcholine	acetylcholine	NA
VPN	5thsLNv_LNd6	NA	s-LNv_a+LNd_a	NA	2	NA	2	2	1-to-2	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/5thsLNv_LNd6.json	acetylcholine	glutamate	OL type combined because of unusual morphology of one of the cells (see Extended Data Figure 11f)
VPN	aMe1	NA	aMe1	aMe1	2	NA	2	2	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe1.json	gaba	gaba	NA
VPN	aMe10	NA	aMe10	aMe10	2	NA	2	1	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe10.json	acetylcholine	acetylcholine	NA
VPN	aMe12	NA	aMe12	aMe12	2	NA	3	4	1-to-1	https://neuroglancer-demo.appspot.com/#!gs://flyem-optic-lobe/v1.0/cross-dataset-comparison/aMe12.json	acetylcholine	acetylcholine	NA
